fonte,registro_id,codigo_ibge,municipio,uf,orgao_razao_social,data_referencia,valor_global,objeto,eixo_id,subeixo_id,keywords_hit,estagio
Transferegov,2080240,3112406,CAPETINGA,MG,MINISTÉRIO DA AGRICULTURA E PECUÁRIA,28/05/2025,1100000.0,"Aquisição de uma motoniveladora nova, destinada ao fortalecimento da infraestrutura rural e apoio à agricultura familiar no município de Capetinga/MG.",seguranca_alimentar,agricultura_familiar,agricultura familiar,rejeitado
Transferegov,1974375,2207900,PEDRO II,PI,MINISTERIO DA EDUCACAO,22/04/2024,5550866.29,"Construção de Creche e Escola de Educação Infantil, na localidade Vila operário São José, no Município de Pedro II/PI – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1972826,2702900,GIRAU DO PONCIANO,AL,MINISTERIO DA EDUCACAO,17/04/2024,5443345.04,CONSTRUÇÃO DE CRECHE / ESCOLA DE EDUCAÇÃO INFANTIL EM GIRAU DO PONCIANO - AL - FNDE – TIPO 1.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2106779,2200301,ALTO LONGÁ,PI,MINISTERIO DA EDUCACAO,29/07/2025,3412972.09,Construção Creche Escolar de Educação Infantil – Tipo 2 no Município de Alto Longá–PI.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1977910,2207207,PADRE MARCOS,PI,MINISTERIO DA EDUCACAO,02/05/2024,9600794.82,Construção de Escola em Tempo Integral na sede do Município de Padre Marcos-PI – FNDE – Escola de 9 salas,busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2011370,4300604,ALVORADA,RS,MINISTERIO DA EDUCACAO,14/08/2024,45000.0,029-Reformar escola ou creche - Emergenciais RS,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1953530,3514403,DRACENA,SP,MINISTERIO DA EDUCACAO,02/01/2024,4000000.0,Construção de creche no município de Dracena - SP.,primeira_infancia,creche_pre_escola,creche,anunciado
Transferegov,2115497,3528502,MAIRIPORÃ,SP,MINISTERIO DA EDUCACAO,21/08/2025,3810391.02,Construção de Creche Padrão FNDE Tipo II no Município de Mairiporã/SP,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,2107396,3304805,SÃO FIDÉLIS,RJ,MINISTERIO DA EDUCACAO,30/07/2025,3922709.47,Construção de uma unidade de Educação Infantil (creche) no Município de São Fidélis/RJ.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1969389,2401453,BARAÚNA,RN,MINISTERIO DA EDUCACAO,09/04/2024,5328644.37,"CONSTRUÇÃO DE CRECHE E ESCOLA DE EDUCAÇÃO INFANTIL, NA RUA LOURIVAL BARBOZA DA SILVA, S/N – LOTEAMENTO PORTAL DAS PALMEIRAS – QUADRA 11 – CENTRO – BARAÚNA/RN – FNDE – CRECHE TIPO 1.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2106986,1505106,ÓBIDOS,PA,MINISTERIO DA EDUCACAO,29/07/2025,3602220.05,"Construção da Creche de Educação Infantil, Óbidos/PA – FNDE – Creche Tipo 2",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1979306,3146107,OURO PRETO,MG,MINISTERIO DA EDUCACAO,06/05/2024,5370972.03,Construção de Creche projeto próprio denominada Escola Municipal de Educação Infantil Dona Hermínia no Bairro Antônio Dias em Ouro Preto/MG.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2110227,2933059,VÁRZEA DA ROÇA,BA,MINISTERIO DA EDUCACAO,11/08/2025,3551177.68,"Construção da Creche de Educação Infantil no  bairro Alto da Colina, município de Várzea da Roça/Ba – FNDE – Creche Tipo 2",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2075213,4319109,SÃO MARTINHO,RS,MINISTÉRIO DA AGRICULTURA E PECUÁRIA,22/05/2025,2669999.0,"Aquisição de máquinas e equipamentos agrícolas (retroescavadeira, motoniveladora, carregadeira e caminhões basculantes) para melhoria da infraestrutura viária rural no município de São Martinho/RS, visando o escoamento da produção agropecuária, o apoio à agricultura familiar e o desenvolvimento rural sustentável.",seguranca_alimentar,agricultura_familiar,agricultura familiar,rejeitado
Transferegov,2110897,2304400,FORTALEZA,CE,MINISTERIO DA EDUCACAO,13/08/2025,4386217.67,Construção do Centro de Educação Infantil  Fortaleza/CE - FNDE - Creche tipo II,primeira_infancia,creche_pre_escola,creche;educacao infantil;centro de educacao infantil,aprovado
Transferegov,1975066,1501709,BRAGANÇA,PA,MINISTERIO DA EDUCACAO,24/04/2024,2756231.48,Construção de Creche e Escola de Educação Infantil do Acarajo -  NOVO PAC.,primeira_infancia,creche_pre_escola,creche;educacao infantil,anunciado
Transferegov,1968934,2612505,SANTA CRUZ DO CAPIBARIBE,PE,MINISTERIO DA EDUCACAO,09/04/2024,10780503.39,"Construção de uma escola em tempo integral, denominada Fernando Aragão, no Bairro Cruz Alta, Santa Cruz do Capibaribe - PE, FNDE - escola de 13 salas.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2073363,3301876,IGUABA GRANDE,RJ,MINISTÉRIO DA AGRICULTURA E PECUÁRIA,20/05/2025,900900.9,"Implantação de infraestrutura e equipamentos na sede da Secretaria Municipal de Agricultura, composta por: estufa comunitária estruturada para berçário de mudas, horta comunitária irrigada, tanques de piscicultura e unidade de compostagem orgânica. O espaço será utilizado para demonstração técnica, formação continuada e apoio direto a agricultores familiares, estimulando a adoção de práticas sustentáveis e o desenvolvimento socioeconômico local, conforme as diretrizes legais vigentes.",primeira_infancia,creche_pre_escola,bercario,rejeitado
Transferegov,1972448,1302009,ITAPIRANGA,AM,MINISTERIO DA EDUCACAO,16/04/2024,5971428.29,"Construção de Creche e Escola de Educação Infantil, Creche no bairro Jardim primavera, Itapiranga/AM – FNDE – Creche Tipo 1",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1974523,2915908,ITANAGRA,BA,MINISTERIO DA EDUCACAO,23/04/2024,11344941.84,CONSTRUÇÃO DE ESCOLA EM TEMPO INTEGRAL NO MUNICÍPIO DE ITANAGRA - BA– FNDE – ESCOLA DE 13 SALAS,busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2114633,1600709,TARTARUGALZINHO,AP,MINISTERIO DA EDUCACAO,20/08/2025,3490733.48,"Construção da Creche de Educação Infantil, Tartarugalzinho/AP – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1972453,2701704,CAPELA,AL,MINISTERIO DA EDUCACAO,16/04/2024,3263126.98,"Construção de Creche e Escola de Educação Infantil, no Centro do Município de Capela/AL - FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1973527,1302108,JAPURÁ,AM,MINISTERIO DA EDUCACAO,18/04/2024,3557227.31,"Construção de Creche, no bairro CHICO VIEIRA do município de Japurá/AM– FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1974162,2805901,RIACHUELO,SE,MINISTERIO DA EDUCACAO,22/04/2024,3219106.53,Construção de Creche em Riachuelo/SE – FNDE – Creche Tipo 2,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,2028053,3127354,GLAUCILÂNDIA,MG,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",08/11/2024,649962.87,MODERNIZAÇÃO DE BANCO DE ALIMENTOS DO MUNICIPIO DE GLAUCILÂNDIA/MG,seguranca_alimentar,equipamentos_san,banco de alimentos,anunciado
Transferegov,2115292,2911709,GUANAMBI,BA,MINISTERIO DA EDUCACAO,21/08/2025,3551177.68,Construcao da Creche de Educacao Infantil (Creche Ceraíma) no Municipio de Guanambi/BA - FNDE - Creche Tipo 2.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1972188,2208700,REDENÇÃO DO GURGUEIA,PI,MINISTERIO DA EDUCACAO,16/04/2024,3289916.07,"Construção de Creche, no Bairro Bairro Planaltina, no Município de Redenção do Gurgueia-PI – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1977168,1501253,BANNACH,PA,MINISTERIO DA EDUCACAO,30/04/2024,3387060.63,Construção de Creche e Escola de Educação Infantil Verde Amazônia- Vila Pista Branca-Araguaxin II em Bannach/PA– FNDE – Creche Tipo 2.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1973499,2210938,SUSSUAPARA,PI,MINISTERIO DA EDUCACAO,18/04/2024,5550652.05,"Construção de Creche e Escola de Educação Infantil, Município de Sussuapara - PI – FNDE -Creche Tipo 1.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2147123,3517208,GUAIÇARA,SP,MINISTERIO DA EDUCACAO,06/11/2025,3810391.02,CONSTRUÇÃO DE CRECHE COM 5 SALAS - PADRÃO FNDE TIPO 2,primeira_infancia,creche_pre_escola,creche,anunciado
Transferegov,2108243,2208502,PORTO,PI,MINISTERIO DA EDUCACAO,03/08/2025,3412972.09,Construção da Creche de Educação Infantil no Município de Porto – PI – FNDE – Creche Tipo 2,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2101909,3144300,NANUQUE,MG,MINISTÉRIO DA AGRICULTURA E PECUÁRIA,11/07/2025,680000.0,"Aquisição de máquinas e implementos agrí­colas destinados ao apoio à  agricultura familiar e a  melhoria das estradas vicinais no municí­pio de Nanuque/MG, visando a mecanização das atividades rurais, ao aumento da produtividade e a  promoçãodo desenvolvimento sustentável no campo.",seguranca_alimentar,agricultura_familiar,agricultura familiar,rejeitado
Transferegov,2127968,3550902,SÃO SIMÃO,SP,MINISTÉRIO DA AGRICULTURA E PECUÁRIA,11/09/2025,373428.6,"Aquisição de uma pá carregadeira para aprimorar a infraestrutura municipal, garantindo manutenção eficiente de estradas, suporte à agricultura familiar e agilidade em ações de defesa civil, fortalecendo a prestação de serviços públicos à população",seguranca_alimentar,agricultura_familiar,agricultura familiar,rejeitado
Transferegov,1969520,1700251,ABREULÂNDIA,TO,MINISTERIO DA EDUCACAO,10/04/2024,677000.0,Aquisição de transporte escolar,busca_ativa_escolar,transporte_escolar,transporte escolar,anunciado
Transferegov,2040888,1500701,ANAJÁS,PA,MINISTERIO DA EDUCACAO,18/12/2024,199991.22,026-Apoiar despesas de custeio no âmbito da política pública de transporte escolar,busca_ativa_escolar,transporte_escolar,transporte escolar,aprovado
Transferegov,1978927,3125101,EXTREMA,MG,MINISTERIO DA EDUCACAO,06/05/2024,14267695.14,Construção de Centro de Educação Infantil (CEIM) para Atendimento à População do Bairro da Roseira e do Bairro do Pessegueiros.,primeira_infancia,creche_pre_escola,educacao infantil;centro de educacao infantil,anunciado
Transferegov,2106948,1100205,PORTO VELHO,RO,MINISTERIO DA EDUCACAO,29/07/2025,4229070.08,Construção da Creche de Educação Infantil na cidade de Porto Velho/RO – FNDE – Creche Tipo 2.,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1976650,3204906,SÃO MATEUS,ES,MINISTERIO DA EDUCACAO,29/04/2024,5483340.56,"Construção de Creche e Escola de Educação Infantil, Centro Municipal de Educação Infantil CEIM ILHA ENCANTADA, no bairro Guriri - lado sul, município de São Mateus/ES - FNDE - Creche Tipo 1",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1970430,2306256,ITAITINGA,CE,MINISTERIO DA EDUCACAO,11/04/2024,469499.0,AQUISIÇÃO DE UM VEÍCULO PARA TRANSPORTE ESCOLAR DO MUNICÍPIO DE ITAITINGA-CE,busca_ativa_escolar,transporte_escolar,transporte escolar,anunciado
Transferegov,1972674,1722081,WANDERLÂNDIA,TO,MINISTERIO DA EDUCACAO,17/04/2024,11340988.4,"Construção de Escola em Tempo Integral, no Bairro centro – Wanderlandia - TO – FNDE – Escola 13 Salas.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1976739,1200328,JORDÃO,AC,MINISTERIO DA EDUCACAO,29/04/2024,9574897.65,"Construção de Escola em Tempo Integral, Escola Hilarino Alves de Melo, Bairro Centro, Jordão/AC – FNDE – Escola 5 Salas.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1970033,2503209,CABEDELO,PB,MINISTERIO DA EDUCACAO,11/04/2024,3110321.85,"Construção de Creche no bairro Camboinha, no município de Cabedelo - PB – FNDE – Creche Tipo 2",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1972348,2402006,CAICÓ,RN,MINISTERIO DA EDUCACAO,16/04/2024,10934855.82,Construção de Escola em Tempo Integral no Bairro de Boa Passagem no município de Caicó/RN - Padrão FNDE - 13 salas.,busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1969988,2613503,SÃO JOSÉ DO BELMONTE,PE,MINISTERIO DA EDUCACAO,11/04/2024,5367806.15,Construção de Creche tipo I no no município de São José do Belmonte/PE,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1971751,2916500,ITAPICURU,BA,MINISTERIO DA EDUCACAO,15/04/2024,11344162.11,"Construção de Escola em Tempo Integral, no Centro, do Município de Itapicuru/BA, FNDE, Escola 13 Salas.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2109841,2909208,CORONEL JOÃO SÁ,BA,MINISTERIO DA EDUCACAO,08/08/2025,3551177.68,Construção da Creche de Educação Infantil no município de Coronel João Sá/Ba – FNDE – Creche Tipo 2,primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1970089,2805802,RIACHÃO DO DANTAS,SE,MINISTERIO DA EDUCACAO,11/04/2024,7791161.44,"CONSTRUÇÃO DE ESCOLA EM TEMPO INTEGRAL, no município de Riachão do Dantas/SE – FNDE – ESCOLA 5 SALAS.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1970789,2102077,BOM LUGAR,MA,MINISTERIO DA EDUCACAO,12/04/2024,5630946.67,"Construção de Creche e Escola de Educação Infantil, na sede do Município de Bom Lugar -MA – Creche Tipo 1.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1969280,3162450,SÃO JOÃO DAS MISSÕES,MG,MINISTERIO DA EDUCACAO,09/04/2024,3237690.11,"O objeto do convênio é uma Creche tipo 2. Pleiteia-se a construção de Escola de Educação Infantil – Creche em tempo Integral no Distrito de Rancharia, em São João das Missões/MG.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1969280,3162450,SÃO JOÃO DAS MISSÕES,MG,MINISTERIO DA EDUCACAO,09/04/2024,3237690.11,"O objeto do convênio é uma Creche tipo 2. Pleiteia-se a construção de Escola de Educação Infantil – Creche em tempo Integral no Distrito de Rancharia, em São João das Missões/MG.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2120275,3522505,ITAPEVI,SP,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",29/08/2025,301000.0,"Objeto do instrumento: execução de ações voltadas à promoção da segurança alimentar e nutricional, por meio da capacitação de agentes públicos e comunitários, implementação de oficinas educativas, apoio à agricultura familiar e fortalecimento das redes locais de combate à fome, conforme diretrizes estabelecidas pelo Programa.As atividades previstas visam:• Promover o acesso à alimentação adequada e saudável;• Desenvolver competências técnicas e sociais nos territórios atendidos;• Estimular práticas sustentáveis de produção, consumo e aproveitamento de alimentos.",seguranca_alimentar,agricultura_familiar,agricultura familiar,rejeitado
Transferegov,2116370,3300308,BARRA DO PIRAÍ,RJ,MINISTERIO DA EDUCACAO,22/08/2025,3922709.47,"Construção da Creche de Educação Infantil, Barra do Piraí/RJ - FNDE - Creche Tipo 2",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2120152,3136306,JOÃO PINHEIRO,MG,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",29/08/2025,300100.0,Implantação do Banco de Alimentos do município de João Pinheiro-MG.,seguranca_alimentar,equipamentos_san,banco de alimentos,rejeitado
Transferegov,1977944,2305332,IBICUITINGA,CE,MINISTERIO DA EDUCACAO,02/05/2024,11206575.01,"Construção de Escola em Tempo Integral, no Centro de Ibicuitinga/CE – FNDE – Escola 13 Salas – NOVO PAC.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1969396,2409407,PAU DOS FERROS,RN,MINISTERIO DA EDUCACAO,09/04/2024,10934855.82,"CONSTRUÇÃO DE ESCOLA EM TEMPO INTEGRAL PROF. SEVERINO BEZERRA, NA AV. DINARTE MARIZ, Nº550, BAIRRO SÃO BENEDITO, PAU DOS FERROS-RN. – FNDE – ESCOLA 13 SALAS.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2120216,3554300,TEODORO SAMPAIO,SP,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",29/08/2025,601000.0,AQUISIÇÃO DE VEÍCULO E EQUIPAMENTOS PARA O BANCO DE ALIMENTOS DE TEODORO SAMPAIO-SP,seguranca_alimentar,equipamentos_san,banco de alimentos,rejeitado
Transferegov,1977186,3557006,VOTORANTIM,SP,MINISTERIO DA EDUCACAO,30/04/2024,5795840.6,Construção de Creche Pré Escola no Município de Votorantim/SP – FNDE – Creche Tipo 1.,primeira_infancia,creche_pre_escola,creche;pre escola,aprovado
Transferegov,2107398,2706307,PALMEIRA DOS ÍNDIOS,AL,MINISTERIO DA EDUCACAO,30/07/2025,3416743.69,"Construção de Creche e Escola de Educação Infantil Santa Terezinha, localizada no Povoado Lagoa da Areia do Marianos, Município de Palmeira dos Índios, Alagoas. FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1976238,2311009,PORANGA,CE,MINISTERIO DA EDUCACAO,26/04/2024,11079834.1,"Construção de Escola em Tempo Integral, do bairro Jericó, Poranga/CE – FNDE – Escola 13 Salas.",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1976375,3302502,MAGÉ,RJ,MINISTERIO DA EDUCACAO,28/04/2024,4883480.66,"Construção de Creche Jardim Novo Horizonte, em Jardim Novo Horizonte/Magé/RJ – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1968358,2602308,BONITO,PE,MINISTERIO DA EDUCACAO,08/04/2024,3198629.66,Construção de Creche tipo 2 no distrito de Bem-Ti-Vi - Bonito-PE,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1972397,2308401,MISSÃO VELHA,CE,MINISTERIO DA EDUCACAO,16/04/2024,11205631.32,Construção de uma Escola de 13 salas em tempo integral no Município de Missão Velha - CE,busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,2115184,2931202,TAPEROÁ,BA,MINISTERIO DA EDUCACAO,21/08/2025,3551177.68,"Construção da Creche de Educação Infantil, Taperoá/BA – FNDE – Creche Tipo 2",primeira_infancia,creche_pre_escola,creche;educacao infantil,anunciado
Transferegov,1974340,3156908,SACRAMENTO,MG,MINISTERIO DA EDUCACAO,22/04/2024,3237777.15,"Construção de Creche e Escola de Educação Infantil, Bairro Portal da Serra, Município de Sacramento/MG - FNDE-Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1969314,2412005,SÃO GONÇALO DO AMARANTE,RN,MINISTERIO DA EDUCACAO,09/04/2024,5436708.06,"CONSTRUÇÃO DE CRECHE E ESCOLA DE EDUCAÇÃO INFANTIL, NO BAIRRO DE GOLANDIM DO MUNICÍPIO DE SÃO GONÇALO DO AMARANTE/RN – FNDE - TIPO 1.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2109670,2607505,ITAÍBA,PE,MINISTERIO DA EDUCACAO,08/08/2025,3441285.05,"Construção de Creche Tipo 2 na localidade do Jirau, Município de Itaíba/PE.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1971333,2602001,BODOCÓ,PE,MINISTERIO DA EDUCACAO,13/04/2024,10779616.5,"CONSTRUÇÃO DE ESCOLA EM TEMPO INTEGRAL NO BAIRRO CLARANÃ, NO MUNICÍPIO DE BODOCÓ - PE – FNDE – ESCOLA DE 13 SALAS",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1971831,3525904,JUNDIAÍ,SP,MINISTERIO DA EDUCACAO,15/04/2024,5795840.6,"Construção de Creche - EMEB Helena Galimberti no bairro Cidade Nova, Jundiaí - SP, Padrão FNDE tipo 1.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1970681,1508126,ULIANÓPOLIS,PA,MINISTERIO DA EDUCACAO,12/04/2024,10008138.35,Construção de Escola em Tempo Integral em Ulianópolis/PA – FNDE – Escola de 5 salas.,busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1974734,2202083,CAJUEIRO DA PRAIA,PI,MINISTERIO DA EDUCACAO,23/04/2024,5551758.74,"Constru��o de Creche, no Bairro Barra Grande, no Munic�pio de Cajueiro da Praia - PI ? FNDE ? Creche Tipo 1.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1974457,2901908,APORÁ,BA,MINISTERIO DA EDUCACAO,22/04/2024,3375776.28,"Construção de Creche, no Distrito de Itamira, Apora/BA - FNDE Creche Tipo 2",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1978130,2705101,MATRIZ DE CAMARAGIBE,AL,MINISTERIO DA EDUCACAO,03/05/2024,5443345.04,"Construção de Creche na Rua em Projeto A, Loteamento Distrito, Bairro do Centro, município de Matriz de Camaragibe/AL - FNDE - Creche Tipo 1.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1968456,2108058,PAULINO NEVES,MA,MINISTERIO DA EDUCACAO,08/04/2024,3379133.72,"Constru��o de Creche e Escola de Educa��o Infantil, na comunidade Extrema/Siquiriba no Municipio de Paulino Neves/MA ? FNDE ? Creche Tipo 2",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,2024415,4311304,LAGOA VERMELHA,RS,MINISTERIO DA EDUCACAO,23/10/2024,150000.0,Construção de Creche pré-escola,primeira_infancia,creche_pre_escola,creche;pre-escola,anunciado
Transferegov,1969785,3302254,ITATIAIA,RJ,MINISTERIO DA EDUCACAO,10/04/2024,6139184.99,"Construção Centro Municipal de Educação Infantil, no Bairro Jardim Paineiras, Itatiaia/RJ – FNDE – Creche Pré-Escola Tipo 1.",primeira_infancia,creche_pre_escola,creche;pre-escola;educacao infantil,aprovado
Transferegov,2123952,2901106,AMÉLIA RODRIGUES,BA,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",05/09/2025,300500.0,Modernização do Banco de Alimentos do Município de Amelia Rodrigues/BA,seguranca_alimentar,equipamentos_san,banco de alimentos,anunciado
Transferegov,1972867,5215306,ORIZONA,GO,MINISTERIO DA EDUCACAO,17/04/2024,3194976.99,"Construção de Creche no bairro Santa Luzia, Orizona/GO – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1972163,2208700,REDENÇÃO DO GURGUEIA,PI,MINISTERIO DA EDUCACAO,16/04/2024,9600902.27,"Construção de Escola em Tempo Integral na LOTEAMENTO JOSE PARENTE, no Município de Redenção do Gurgueia-PI– FNDE – Escola de 9 salas",busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1969267,2210359,SÃO LOURENÇO DO PIAUÍ,PI,MINISTERIO DA EDUCACAO,09/04/2024,8004761.43,Construção escola em tempo integral 05 salas no Município de São Lourenço do Piauí – PI,busca_ativa_escolar,programas_permanencia,tempo integral,aprovado
Transferegov,1972369,4119954,PONTAL DO PARANÁ,PR,MINISTERIO DA EDUCACAO,16/04/2024,6005455.54,"CONSTRUÇÃO DE CRECHE/ESCOLA DE EDUCAÇÃO INFANTIL, BALNEÁRIO SHANGRI-LÁ, PONTAL DO PARANÁ/PR - FNDE - CRECHE TIPO 1",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1968915,2604502,CHÃ GRANDE,PE,MINISTERIO DA EDUCACAO,08/04/2024,3198520.22,"Construção de Creche e Escola de Educação Infantil, no bairro Beatriz Alves, Chã Grande/PE – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,1969018,3204054,PEDRO CANÁRIO,ES,MINISTERIO DA EDUCACAO,09/04/2024,5778526.46,CONSTRUÇÃO DA CRECHE NO BAIRRO ESPLANDA PEDRO CANÁRIO/ES - PROJETO PRÓPRIO,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1976181,2703700,JARAMATAIA,AL,MINISTERIO DA EDUCACAO,26/04/2024,3221267.52,"Construção de Creche e Escola de Educação Infantil, Na Rua Avenida Castelo Branco,Centro, Jaramatia Alagoas - FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2135116,2406908,LUCRÉCIA,RN,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",26/09/2025,500000.0,"Repasse de recursos não vinculados de impostos no valor de R$ 5.000,00, provenientes da Secretaria Municipal de Infraestrutura, Urbanismo e Meio Ambiente, destinado à aquisição de sacos para envase de adubo (tipo ráfia) e à implantação de unidade de compostagem no município de Lucrécia/RN. O convênio tem como finalidade fortalecer a agricultura familiar local, promover o reaproveitamento de resíduos orgânicos, reduzir impactos ambientais, incentivar a produção sustentável de alimentos e contribuir para a segurança alimentar da população atendida pelo Programa de Aquisição de Alimentos do município",seguranca_alimentar,agricultura_familiar,agricultura familiar;programa de aquisicao de alimentos,rejeitado
Transferegov,2146917,4111902,JAGUAPITÃ,PR,MINISTERIO DA EDUCACAO,06/11/2025,1680000.0,"Aquisição de ônibus destinado ao transporte de estudantes da rede pública de ensino do município , em conformidade com as especificações técnicas do FNDE e demais normas aplicáveis, visando atender à demanda do transporte escolar.",busca_ativa_escolar,transporte_escolar,transporte escolar,anunciado
Transferegov,1975705,5214606,NIQUELÂNDIA,GO,MINISTERIO DA EDUCACAO,26/04/2024,3194976.99,"Construção de Creche de Educação Infantil, no município de Niquelândia/GO – FNDE – Creche Tipo 2.",primeira_infancia,creche_pre_escola,creche;educacao infantil,aprovado
Transferegov,2134912,2919009,LAJEDINHO,BA,"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE FOME",26/09/2025,800000.0,Modernização do Banco de Alimentos do municipio de Lajedinho,seguranca_alimentar,equipamentos_san,banco de alimentos,rejeitado
Transferegov,1973344,3300308,BARRA DO PIRAÍ,RJ,MINISTERIO DA EDUCACAO,18/04/2024,6139184.99,Construção de Creche/Escola - Tipo 1 no bairro Vale do Ipiranga na cidade de Barra do Piraí/RJ.,primeira_infancia,creche_pre_escola,creche,aprovado
Transferegov,1966027,1200401,RIO BRANCO,AC,MINISTERIO DA DEFESA,03/04/2024,3706744.0,Construção de Restaurante Popular,seguranca_alimentar,equipamentos_san,restaurante popular,aprovado
